date,institute,cdl,unione,others,ulivo,fi,an,udc,prc,ln,pdci,idv,fdv,ulivo_pd,ld,pd,pdl,sa,rc,sel,m5s,fli,sc,fdi,cd,vtr,sample_size,eu,i,cp,nci,leu,pap,cpi,si,ap,mdp,cp_ap,sel_si,ncd,pdl_fi
2012-10-16,IPR,NA,NA,15.5,NA,NA,NA,6.5,NA,4.5,NA,6.5,NA,NA,NA,28.5,14.5,NA,NA,4.5,16.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-15,Ipsos,NA,NA,11,NA,NA,NA,6.3,NA,4.6,NA,6,NA,NA,NA,29.2,17.7,NA,NA,5.2,17.6,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-14,SpinCon,NA,NA,18,NA,NA,NA,5.5,NA,7.4,NA,4.1,NA,NA,NA,27,15.5,NA,NA,5.3,14.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-12,Tecnè,NA,NA,16.2,NA,NA,NA,6.8,NA,3.2,NA,5.5,NA,NA,NA,28.9,15.6,NA,NA,6.3,14.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-12,EMG,NA,NA,13.1,NA,NA,NA,5.9,NA,6.2,NA,4.1,NA,NA,NA,28.1,16.8,NA,NA,5.2,17.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-10,SWG,NA,NA,14.7,NA,NA,NA,5.8,NA,5.8,NA,5.8,NA,NA,NA,25.2,15.1,NA,NA,5.7,19.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-10,Demopolis,NA,NA,10.9,NA,NA,NA,7.9,NA,5.5,NA,6.4,NA,NA,NA,26,16,NA,NA,6.5,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-08,Ipsos,NA,NA,10.7,NA,NA,NA,6.4,NA,4.9,NA,6,NA,NA,NA,28.5,18,NA,NA,5.6,17.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-08,IPR,NA,NA,14,NA,NA,NA,7,NA,5.5,NA,7,NA,NA,NA,28,14.5,NA,NA,5,16.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-07,SpinCon,NA,NA,17.7,NA,NA,NA,5.7,NA,7.1,NA,4.9,NA,NA,NA,25.9,15.9,NA,NA,5.7,14.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-05,EMG,NA,NA,11.8,NA,NA,NA,6.3,NA,6.4,NA,4.7,NA,NA,NA,26.5,18.1,NA,NA,5.5,17.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-03,SWG,NA,NA,15.5,NA,NA,NA,5.9,NA,5.8,NA,5.3,NA,NA,NA,25,15,NA,NA,5.1,19.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-02,Lorien,NA,NA,10.5,NA,NA,NA,6.2,NA,6.3,NA,5.9,NA,NA,NA,27.5,19.7,NA,NA,5.5,16.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-01,Ipsos,NA,NA,10,NA,NA,NA,6.4,NA,5,NA,6.3,NA,NA,NA,28,18.5,NA,NA,6,17.6,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-01,IPR,NA,NA,15.5,NA,NA,NA,7.5,NA,5,NA,7,NA,NA,NA,27.5,15,NA,NA,5,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-01,GPG,NA,NA,15.6,NA,NA,NA,6.9,NA,6.1,NA,6.1,NA,NA,NA,25.1,18.1,NA,NA,5.6,14.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-30,SpinCon,NA,NA,15.8,NA,NA,NA,5.7,NA,7.2,NA,5.2,NA,NA,NA,27.1,16.9,NA,NA,5.4,14.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-29,Datamonitor,NA,NA,13.7,NA,NA,NA,6.5,NA,5.7,NA,6.5,NA,NA,NA,25.5,18,NA,NA,6,15.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-28,EMG,NA,NA,13.4,NA,NA,NA,6.5,NA,5.7,NA,4.5,NA,NA,NA,25.8,19.3,NA,NA,5.8,16.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-26,SWG,NA,NA,15.6,NA,NA,NA,5.3,NA,6,NA,5,NA,NA,NA,26.1,15.2,NA,NA,5.4,19.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-25,Piepoli,NA,NA,11.5,NA,NA,NA,8.5,NA,7.5,NA,5.5,NA,NA,NA,27,18,NA,NA,6,14.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-25,IPR,NA,NA,13.5,NA,NA,NA,7,NA,5,NA,7,NA,NA,NA,27.5,17,NA,NA,5.5,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-24,Ipsos,NA,NA,10,NA,NA,NA,6.5,NA,5.2,NA,6.6,NA,NA,NA,26.6,19.2,NA,NA,5.7,17.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-23,SpinCon,NA,NA,14.5,NA,NA,NA,6.1,NA,7.5,NA,5,NA,NA,NA,26.7,18.3,NA,NA,5.6,14.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-21,EMG,NA,NA,14,NA,NA,NA,6.9,NA,5.4,NA,5.1,NA,NA,NA,25.7,20,NA,NA,6.4,14.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-20,IPR,NA,NA,14,NA,NA,NA,7,NA,5.5,NA,7,NA,NA,NA,27,19,NA,NA,5,13,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-20,ISPO,NA,NA,12.7,NA,NA,NA,7.3,NA,4.3,NA,5.1,NA,NA,NA,28,21.4,NA,NA,5.9,13.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-19,SWG,NA,NA,13,NA,NA,NA,6,NA,5.5,NA,5.5,NA,NA,NA,25,19,NA,NA,6,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-17,Ipsos,NA,NA,8.6,NA,NA,NA,6.2,NA,5,NA,6.9,NA,NA,NA,26.3,22.2,NA,NA,5.4,16.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-14,EMG,NA,NA,13,NA,NA,NA,7.1,NA,5,NA,5.8,NA,NA,NA,26.5,20.7,NA,NA,6.4,13.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-12,SWG,NA,NA,12.5,NA,NA,NA,6,NA,5.5,NA,5.5,NA,NA,NA,24,19,NA,NA,6,19,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-11,ISPO,NA,NA,12.4,NA,NA,NA,6.7,NA,5.2,NA,6.2,NA,NA,NA,28,19.9,NA,NA,5.3,14.9,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-10,Ipsos,NA,NA,8.5,NA,NA,NA,6,NA,4.6,NA,7.5,NA,NA,NA,25.4,21.9,NA,NA,5.9,17.9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-10,Euromedia,NA,NA,15.5,NA,NA,NA,7,NA,6,NA,7,NA,NA,NA,26,20,NA,NA,6,11,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-07,EMG,NA,NA,11,NA,NA,NA,6.7,NA,5.2,NA,6.6,NA,NA,NA,26.8,21.4,NA,NA,6,14.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-07,Demos&Pi,NA,NA,9,NA,NA,NA,7.8,NA,5.5,NA,7.8,NA,NA,NA,27,19.8,NA,NA,5.8,14.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-05,Tecnè,NA,NA,15.6,NA,NA,NA,7.1,NA,2.8,NA,6.8,NA,NA,NA,26.9,18.2,NA,NA,6.9,12.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-05,SWG,NA,NA,12,NA,NA,NA,5,NA,5.5,NA,6,NA,NA,NA,24,20.5,NA,NA,6,18.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-03,Lorien,NA,NA,9,NA,NA,NA,6.2,NA,6.2,NA,6.5,NA,NA,NA,27,21.5,NA,NA,6,15.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-29,IPR,NA,NA,12.5,NA,NA,NA,7,NA,5,NA,6,NA,NA,NA,26,20,NA,NA,6,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-22,Piepoli,NA,NA,23,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,25,20,NA,NA,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-07,SpinCon,NA,NA,14.8,NA,NA,NA,6.1,NA,7.9,NA,4.8,NA,NA,NA,27.2,17.9,NA,NA,5.9,13,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-02,Lorien,NA,NA,11,NA,NA,NA,6.6,NA,5.2,NA,7.4,NA,NA,NA,25.2,20.6,NA,NA,5.4,16.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-31,Datamonitor,NA,NA,14.8,NA,NA,NA,5.5,NA,4.5,NA,7,NA,NA,NA,24,20,NA,NA,6.2,14.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-31,SpinCon,NA,NA,15.5,NA,NA,NA,5.4,NA,7.6,NA,4.4,NA,NA,NA,26.3,18.7,NA,NA,5.5,13.9,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-30,SWG,NA,NA,15,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,25,17,NA,NA,6,19.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-27,EMG,NA,NA,9.4,NA,NA,NA,6.2,NA,5.1,NA,7.5,NA,NA,NA,27.9,20.3,NA,NA,5.7,16.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-24,Digis,NA,NA,8.3,NA,NA,NA,7,NA,5.5,NA,7,NA,NA,NA,25.4,18.4,NA,NA,7.9,16.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-24,SpinCon,NA,NA,17.2,NA,NA,NA,5.9,NA,7.5,NA,4.7,NA,NA,NA,25.7,18.3,NA,NA,5.8,12.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-21,GPG,NA,NA,12.9,NA,NA,NA,7.7,NA,6,NA,6.4,NA,NA,NA,24.7,19.9,NA,NA,6,14.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-20,EMG,NA,NA,9.6,NA,NA,NA,6.8,NA,4.8,NA,7.9,NA,NA,NA,27.3,19.6,NA,NA,5.4,16.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,SpinCon,NA,NA,15.4,NA,NA,NA,6.3,NA,7.3,NA,4.8,NA,NA,NA,26.7,18,NA,NA,5.7,13.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-16,IPR,NA,NA,12.5,NA,NA,NA,7,NA,5,NA,6,NA,NA,NA,25,18,NA,NA,6,18,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-15,Ipsos,NA,NA,11.8,NA,NA,NA,6.9,NA,4.2,NA,7.8,NA,NA,NA,24.8,18.9,NA,NA,5.8,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-13,EMG,NA,NA,9.1,NA,NA,NA,7.3,NA,5.2,NA,7.6,NA,NA,NA,26.5,20.1,NA,NA,5.3,16.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-12,Tecnè,NA,NA,14.9,NA,NA,NA,7.9,NA,3.1,NA,7.5,NA,NA,NA,25.5,18.5,NA,NA,6.6,12.9,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-10,GPG,NA,NA,13.7,NA,NA,NA,7.6,NA,6.4,NA,6.1,NA,NA,NA,24.3,20.4,NA,NA,6.1,12.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-10,SpinCon,NA,NA,16,NA,NA,NA,5.6,NA,6.7,NA,5.1,NA,NA,NA,26,16.9,NA,NA,5.5,16.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-06,EMG,NA,NA,10,NA,NA,NA,7.2,NA,5.6,NA,7.6,NA,NA,NA,26,20,NA,NA,5.8,15.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-04,IPR,NA,NA,13,NA,NA,NA,6,NA,5,NA,5.5,NA,NA,NA,26,18,NA,NA,6,18,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-03,ISPO,NA,NA,12.9,NA,NA,NA,6.2,NA,6.6,NA,7.3,NA,NA,NA,25.7,18.8,NA,NA,4,16.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-03,SpinCon,NA,NA,15,NA,NA,NA,6.1,NA,6.9,NA,4.6,NA,NA,NA,25.7,17.3,NA,NA,5.7,16.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-30,Euromedia,NA,NA,14.4,NA,NA,NA,6,NA,4,NA,6.8,NA,NA,NA,25.7,20.3,NA,NA,5.9,14.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-29,EMG,NA,NA,10.6,NA,NA,NA,6.6,NA,4.9,NA,7.9,NA,NA,NA,24.8,20.1,NA,NA,5.5,17.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-28,IPR,NA,NA,14.5,NA,NA,NA,5,NA,5,NA,5.5,NA,NA,NA,27,19,NA,NA,5.5,16,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-28,SWG,NA,NA,13.5,NA,NA,NA,6.8,NA,4.6,NA,5.7,NA,NA,NA,23.2,17.1,NA,NA,5.4,20.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-28,Datamonitor,NA,NA,14.2,NA,NA,NA,5.2,NA,4,NA,6.5,NA,NA,NA,24.5,19.5,NA,NA,6.9,16,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,SpinCon,NA,NA,15.8,NA,NA,NA,6,NA,6.7,NA,4.2,NA,NA,NA,25.5,17.4,NA,NA,6.1,16,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-25,Ipsos,NA,NA,18.5,NA,NA,NA,6.7,NA,4.2,NA,7,NA,NA,NA,25.7,17.3,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-23,Tecnè,NA,NA,17,NA,NA,NA,8,NA,3,NA,8,NA,NA,NA,24.5,17.5,NA,NA,7,11.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-22,EMG,NA,NA,10.1,NA,NA,NA,6.9,NA,4.8,NA,7.1,NA,NA,NA,24.9,18.7,NA,NA,5.6,19.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-20,SWG,NA,NA,13.6,NA,NA,NA,6,NA,4.7,NA,5.8,NA,NA,NA,24.3,16.7,NA,NA,6,20,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-19,SpinCon,NA,NA,15.8,NA,NA,NA,5.3,NA,6.8,NA,4,NA,NA,NA,26.2,17.1,NA,NA,5.9,16.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-18,IPR,NA,NA,11.5,NA,NA,NA,7,NA,4.5,NA,6,NA,NA,NA,26.5,16.5,NA,NA,6,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-18,Ipsos,NA,NA,10,NA,NA,NA,6.4,NA,4,NA,7.3,NA,NA,NA,25.5,17,NA,NA,6.3,20.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-15,EMG,NA,NA,10.6,NA,NA,NA,6.7,NA,4.6,NA,6.8,NA,NA,NA,25.1,18.2,NA,NA,6,19.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-13,SWG,NA,NA,13.3,NA,NA,NA,5.7,NA,5.3,NA,5.5,NA,NA,NA,24,15,NA,NA,6.4,21,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-12,SpinCon,NA,NA,15.1,NA,NA,NA,5.5,NA,5.9,NA,4.4,NA,NA,NA,25.6,18.2,NA,NA,5.9,17,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-11,Ipsos,NA,NA,9.9,NA,NA,NA,6.5,NA,4.3,NA,7.2,NA,NA,NA,25.2,17.6,NA,NA,6.4,20.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-09,Digis,NA,NA,12.1,NA,NA,NA,6.9,NA,5,NA,7,NA,NA,NA,24.5,16.1,NA,NA,6.1,18.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-08,EMG,NA,NA,11.2,NA,NA,NA,6.5,NA,5,NA,6.5,NA,NA,NA,24.7,18.3,NA,NA,5.7,19.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-07,Datamonitor,NA,NA,13.5,NA,NA,NA,5.5,NA,4,NA,6.2,NA,NA,NA,24.2,19,NA,NA,7.2,16.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-07,SWG,NA,NA,14.3,NA,NA,NA,6.7,NA,4.9,NA,6.1,NA,NA,NA,23.2,15.4,NA,NA,6.1,20.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-07,ISPO,NA,NA,11.9,NA,NA,NA,7.5,NA,4.4,NA,6.5,NA,NA,NA,24.4,18.1,NA,NA,5.3,20.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-05,SpinCon,NA,NA,16.7,NA,NA,NA,5.5,NA,7.7,NA,4.4,NA,NA,NA,26.7,17.3,NA,NA,5.3,14.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-04,Ipsos,NA,NA,9.6,NA,NA,NA,6.8,NA,4.8,NA,7.8,NA,NA,NA,25,17.2,NA,NA,6.3,20,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-03,Demopolis,NA,NA,11.1,NA,NA,NA,8,NA,4.7,NA,7.8,NA,NA,NA,25,17,NA,NA,7.2,16,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-01,EMG,NA,NA,11.6,NA,NA,NA,6.9,NA,4.9,NA,6.2,NA,NA,NA,25,18.1,NA,NA,6,18.1,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-31,SWG,NA,NA,15.1,NA,NA,NA,6.3,NA,4.9,NA,5.7,NA,NA,NA,24.1,16.5,NA,NA,5.8,18,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-30,Demos&Pi,NA,NA,10.3,NA,NA,NA,7.2,NA,4.6,NA,8.4,NA,NA,NA,27.5,17.4,NA,NA,5.6,16.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-29,SpinCon,NA,NA,16,NA,NA,NA,5.6,NA,6.8,NA,4.4,NA,NA,NA,25.5,18.6,NA,NA,5.7,14.8,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-28,Ipsos,NA,NA,9.7,NA,NA,NA,7.1,NA,4.5,NA,7.3,NA,NA,NA,25.6,16.8,NA,NA,6.5,19.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-26,Tecnè,NA,NA,18.5,NA,NA,NA,8,NA,3.5,NA,8,NA,NA,NA,24.5,18.5,NA,NA,7,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-26,ISPO,NA,NA,9,NA,NA,NA,7.7,NA,5.7,NA,6.9,NA,NA,NA,25.8,18.7,NA,NA,6.8,17.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-25,EMG,NA,NA,13.2,NA,NA,NA,7.7,NA,5.2,NA,6,NA,NA,NA,24.8,18.8,NA,NA,6.7,14.1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,IPR,NA,NA,14.5,NA,NA,NA,5,NA,5,NA,5.5,NA,NA,NA,27,19,NA,NA,5.5,16,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,SWG,NA,NA,15.9,NA,NA,NA,5.9,NA,5.7,NA,5.5,NA,NA,NA,24,16,NA,NA,6,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,Lorien,NA,NA,9.5,NA,NA,NA,7.2,NA,5.5,NA,8.1,NA,NA,NA,25,19.6,NA,NA,6.9,15.3,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-22,SpinCon,NA,NA,15,NA,NA,NA,5.8,NA,6.7,NA,3.8,NA,NA,NA,26.4,19.1,NA,NA,5.3,15.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-21,Ipsos,NA,NA,9,NA,NA,NA,7.3,NA,4.6,NA,7.8,NA,NA,NA,26.7,17.2,NA,NA,6.1,18.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-18,EMG,NA,NA,12.5,NA,NA,NA,8.2,NA,4.8,NA,5.7,NA,NA,NA,25.4,20.3,NA,NA,7.1,12.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
