date,institute,cdl,unione,others,ulivo,fi,an,udc,prc,ln,pdci,idv,fdv,ulivo_pd,ld,pd,pdl,sa,rc,sel,m5s,fli,sc,fdi,cd,vtr,sample_size,eu,i,cp,nci,leu,pap,cpi,si,ap,mdp,cp_ap,sel_si,ncd,pdl_fi
2015-02-10,Datamedia,NA,NA,7.9,NA,13,NA,NA,NA,14.2,NA,NA,NA,NA,NA,37.1,NA,NA,NA,NA,18,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,NA
2015-02-09,Lorien,NA,NA,5,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,17.5,NA,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2015-02-09,Euromedia,NA,NA,4.4,NA,14.2,NA,2,NA,13.9,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,18.6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.8,NA
2015-02-09,Piepoli,NA,NA,5.5,NA,11.5,NA,NA,NA,16,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,17.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.5,NA
2015-02-08,EMG,NA,NA,4.3,NA,12.4,NA,NA,NA,15.2,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,19.2,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,3.7,NA
2015-02-06,Demos&Pi,NA,NA,8.2,NA,14.3,NA,NA,NA,11.3,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,19.8,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA
2015-02-05,Ixè,NA,NA,5.5,NA,12.9,NA,1.1,NA,13.8,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,19.4,NA,0.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.7,NA
2015-02-04,SWG,NA,NA,6.1,NA,15.1,NA,NA,NA,12.2,NA,NA,NA,NA,NA,39.5,NA,NA,NA,NA,17,NA,0.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.2,NA
2015-02-03,Euromedia,NA,NA,4.8,NA,13.9,NA,2.3,NA,13.6,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,18.5,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.9,NA
2015-02-03,Datamedia,NA,NA,8.1,NA,12.8,NA,1,NA,14,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,18.1,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.5,NA
2015-02-02,Piepoli,NA,NA,6,NA,11.5,NA,NA,NA,15.5,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,18,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5,NA
2015-02-02,Tecnè,NA,NA,5,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2015-02-02,IPR,NA,NA,9.5,NA,13,NA,NA,NA,13,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3,NA
2015-02-01,EMG,NA,NA,4.1,NA,13.1,NA,NA,NA,14.9,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,19.7,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,3.3,NA
2015-01-29,Ixè,NA,NA,6,NA,13.3,NA,1.1,NA,13.6,NA,NA,NA,NA,NA,36.8,NA,NA,NA,NA,19.2,NA,0.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.6,NA
2015-01-28,Ipsos,NA,NA,2.9,NA,14,NA,1.8,NA,13.8,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,20,NA,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA
2015-01-28,SWG,NA,NA,5.8,NA,16.1,NA,NA,NA,12.1,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,17.8,NA,0.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.8,NA
2015-01-27,Tecnè,NA,NA,4,NA,15,NA,NA,NA,14,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA
2015-01-26,Piepoli,NA,NA,6,NA,12.5,NA,NA,NA,15.5,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,18,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5,NA
2015-01-26,Lorien,NA,NA,7.5,NA,14,NA,NA,NA,13.5,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,17,NA,0.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4.5,NA
2015-01-26,Euromedia,NA,NA,5.5,NA,14.6,NA,1.7,NA,13.5,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA,18.9,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.9,NA
2015-01-25,EMG,NA,NA,4,NA,14,NA,NA,NA,14.8,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA,20.8,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,3.3,NA
2015-01-23,Demos&Pi,NA,NA,7.1,NA,15.8,NA,NA,NA,13,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,19.7,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA
2015-01-22,IPR,NA,NA,8,NA,13.3,NA,NA,NA,13,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,19.5,NA,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,NA
2015-01-22,Ixè,NA,NA,6.3,NA,13.4,NA,1,NA,13.5,NA,NA,NA,NA,NA,36.9,NA,NA,NA,NA,19,NA,0.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,2.7,NA
2015-01-20,Tecnè,NA,NA,6,NA,15,NA,NA,NA,13,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
2015-01-20,SWG,NA,NA,5.9,NA,15,NA,NA,NA,11.5,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,19,NA,0.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4.3,NA
2015-01-20,Datamedia,NA,NA,8.4,NA,13,NA,1,NA,13.7,NA,NA,NA,NA,NA,35.7,NA,NA,NA,NA,18.5,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.3,NA
2015-01-19,Euromedia,NA,NA,6,NA,14.5,NA,2,NA,13,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,18.7,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,3,NA
2015-01-19,Ipsos,NA,NA,5,NA,14.6,NA,2,NA,13.5,NA,NA,NA,NA,NA,34.6,NA,NA,NA,NA,20.4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.4,NA
2015-01-19,Piepoli,NA,NA,6,NA,12.5,NA,NA,NA,15,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,18.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,NA
2015-01-18,EMG,NA,NA,4.5,NA,14.5,NA,NA,NA,14.1,NA,NA,NA,NA,NA,35.6,NA,NA,NA,NA,20.8,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.6,NA
2015-01-17,ScenariPolitici,NA,NA,6.2,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.5,NA
2015-01-15,Ixè,NA,NA,6.6,NA,13.1,NA,1.2,NA,13.2,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,18.9,NA,0.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2.5,NA
2015-01-14,Ipsos,NA,NA,3.9,NA,14.8,NA,2,NA,12.8,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,20.6,NA,0.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,3.5,NA
2015-01-14,SWG,NA,NA,5.1,NA,14.9,NA,NA,NA,10,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,21.5,NA,1.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.6,NA
2015-01-12,Piepoli,NA,NA,6,NA,12.5,NA,NA,NA,15,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,19,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,NA
2015-01-11,EMG,NA,NA,4.8,NA,14.3,NA,NA,NA,14.3,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,20.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.5,NA
2015-01-11,Ixè,NA,NA,7.7,NA,13.3,NA,1.3,NA,13,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,18.7,NA,0.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.3,NA
2015-01-08,Lorien,NA,NA,8.5,NA,14.5,NA,NA,NA,11.5,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,18,NA,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,4,NA
2015-01-08,SWG,NA,NA,6,NA,14.1,NA,NA,NA,11.5,NA,NA,NA,NA,NA,38.1,NA,NA,NA,NA,20.6,NA,0.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.2,NA
2015-01-07,Tecnè,NA,NA,5,NA,15,NA,NA,NA,14,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA
2014-12-22,Piepoli,NA,NA,7,NA,13,NA,NA,NA,14,NA,NA,NA,NA,NA,36.5,NA,NA,NA,3.5,19.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA
2014-12-21,EMG,NA,NA,4.6,NA,14.7,NA,NA,NA,14.1,NA,NA,NA,NA,NA,36.4,NA,NA,NA,3,20.2,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA
2014-12-19,Demos&Pi,NA,NA,8.7,NA,13.6,NA,NA,NA,13.3,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,19.2,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA
2014-12-18,Ixè,NA,NA,7.9,NA,13.9,NA,1.7,NA,12.1,NA,NA,NA,NA,NA,37.5,NA,NA,NA,3.8,18.5,NA,0.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA
2014-12-17,Datamedia,NA,NA,8.3,NA,13.2,NA,1,NA,13.5,NA,NA,NA,NA,NA,36.8,NA,NA,NA,3.9,18.1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-12-17,SWG,NA,NA,6.2,NA,15.1,NA,NA,NA,12,NA,NA,NA,NA,NA,37,NA,NA,NA,2.9,19.4,NA,0.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA
2014-12-16,Tecnè,NA,NA,7,NA,15,NA,NA,NA,13,NA,NA,NA,NA,NA,37,NA,NA,NA,4,18,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-12-15,Piepoli,NA,NA,7,NA,13,NA,NA,NA,14,NA,NA,NA,NA,NA,37,NA,NA,NA,3.5,19.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-12-15,Euromedia,NA,NA,5.8,NA,15.5,NA,2,NA,11.7,NA,NA,NA,NA,NA,36.8,NA,NA,NA,3.8,19,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA
2014-12-14,Lorien,NA,NA,9,NA,14,NA,NA,NA,10,NA,NA,NA,NA,NA,38.5,NA,NA,NA,2.5,17.5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA
2014-12-14,EMG,NA,NA,5,NA,14.1,NA,NA,NA,14.4,NA,NA,NA,NA,NA,36.1,NA,NA,NA,3.5,20,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA
2014-12-11,Ixè,NA,NA,8,NA,14.1,NA,1.4,NA,11.2,NA,NA,NA,NA,NA,38.1,NA,NA,NA,3.4,18.6,NA,0.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA
2014-12-10,SWG,NA,NA,7.4,NA,14.6,NA,NA,NA,10.8,NA,NA,NA,NA,NA,37.3,NA,NA,NA,2.9,19,NA,0.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
2014-12-09,Ipsos,NA,NA,4.6,NA,15.2,NA,2,NA,13.2,NA,NA,NA,NA,NA,35.1,NA,NA,NA,4.8,19.3,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-12-09,Datamedia,NA,NA,8.1,NA,13.3,NA,1.1,NA,13.5,NA,NA,NA,NA,NA,37,NA,NA,NA,3.8,18,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-12-09,Piepoli,NA,NA,7,NA,12.5,NA,NA,NA,13.5,NA,NA,NA,NA,NA,38,NA,NA,NA,3.5,19.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-12-09,IPR,NA,NA,9.5,NA,14,NA,NA,NA,12.5,NA,NA,NA,NA,NA,38,NA,NA,NA,4,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-12-09,Quorum,NA,NA,7.1,NA,15.5,NA,NA,NA,13.1,NA,NA,NA,NA,NA,34.9,NA,NA,NA,4.7,18.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA
2014-12-08,Lorien,NA,NA,9.3,NA,14,NA,NA,NA,9,NA,NA,NA,NA,NA,39,NA,NA,NA,3,18,NA,0.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-12-07,Euromedia,NA,NA,5.8,NA,15.9,NA,2.1,NA,11.5,NA,NA,NA,NA,NA,37.2,NA,NA,NA,3.5,18.7,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
2014-12-07,CISE,NA,NA,1.8,NA,15,NA,NA,NA,14.3,NA,NA,NA,NA,NA,39.3,NA,NA,NA,5.5,18.6,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
2014-11-07,EMG,NA,NA,5.7,NA,14.1,NA,NA,NA,14.2,NA,NA,NA,NA,NA,36.4,NA,NA,NA,3.6,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-12-04,Ixè,NA,NA,7.1,NA,14.5,NA,1.6,NA,10.1,NA,NA,NA,NA,NA,38.4,NA,NA,NA,3.6,18.9,NA,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA
2014-12-03,SWG,NA,NA,7.1,NA,14,NA,NA,NA,11.2,NA,NA,NA,NA,NA,38.6,NA,NA,NA,3.3,17.8,NA,0.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
2014-12-03,Demopolis,NA,NA,7.9,NA,12.5,NA,NA,NA,13,NA,NA,NA,NA,NA,38,NA,NA,NA,3.8,17,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
2014-12-02,Datamedia,NA,NA,9.1,NA,13.5,NA,1.2,NA,12,NA,NA,NA,NA,NA,37.5,NA,NA,NA,3.7,17.2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
2014-12-01,Lorien,NA,NA,6,NA,14.8,NA,NA,NA,9,NA,NA,NA,NA,NA,38.5,NA,NA,NA,5.5,19,NA,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA
2014-12-01,Piepoli,NA,NA,7.5,NA,12.5,NA,NA,NA,12.5,NA,NA,NA,NA,NA,39.5,NA,NA,NA,3.5,18.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-11-30,EMG,NA,NA,5.6,NA,15.9,NA,NA,NA,12.5,NA,NA,NA,NA,NA,36.5,NA,NA,NA,3.9,18.5,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA
2014-11-29,ScenariPolitici,NA,NA,7.9,NA,13,NA,1.3,NA,14.8,NA,NA,NA,NA,NA,37.4,NA,NA,NA,3,17.5,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2014-11-27,Ixè,NA,NA,6.7,NA,14.8,NA,1.8,NA,9.4,NA,NA,NA,NA,NA,38,NA,NA,NA,3.7,19.6,NA,0.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA
2014-11-26,SWG,NA,NA,6.9,NA,14.2,NA,NA,NA,11.8,NA,NA,NA,NA,NA,38.5,NA,NA,NA,2.5,17.8,NA,0.8,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA
2014-11-25,Datamedia,NA,NA,9.4,NA,13,NA,1.2,NA,11.2,NA,NA,NA,NA,NA,38,NA,NA,NA,3.9,17.5,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
2014-11-24,Piepoli,NA,NA,7,NA,12.5,NA,NA,NA,12,NA,NA,NA,NA,NA,40,NA,NA,NA,3.5,19,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-11-23,EMG,NA,NA,5.8,NA,14.9,NA,NA,NA,11.4,NA,NA,NA,NA,NA,37.9,NA,NA,NA,3.8,19.6,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-11-20,Ixè,NA,NA,6,NA,15,NA,2.2,NA,9,NA,NA,NA,NA,NA,38.2,NA,NA,NA,3.5,19.8,NA,0.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
2014-11-19,SWG,NA,NA,5.3,NA,15.9,NA,NA,NA,9.2,NA,NA,NA,NA,NA,39,NA,NA,NA,3.4,19.7,NA,0.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-11-18,Tecnè,NA,NA,8,NA,16,NA,NA,NA,10,NA,NA,NA,NA,NA,38,NA,NA,NA,3,18,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-11-18,IPR,NA,NA,8,NA,14,NA,NA,NA,10.5,NA,NA,NA,NA,NA,40,NA,NA,NA,3.5,17.5,NA,0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-11-18,Euromedia,NA,NA,5,NA,16.1,NA,1.3,NA,9.8,NA,NA,NA,NA,NA,37.5,NA,NA,NA,4.1,19.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA
2014-11-18,Datamedia,NA,NA,8.8,NA,14,NA,1.2,NA,10,NA,NA,NA,NA,NA,38,NA,NA,NA,4,18,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
2014-11-17,Piepoli,NA,NA,7,NA,14,NA,NA,NA,10,NA,NA,NA,NA,NA,39.5,NA,NA,NA,3.5,20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-11-16,Lorien,NA,NA,5.5,NA,15.2,NA,NA,NA,8.5,NA,NA,NA,NA,NA,36.5,NA,NA,NA,6,20.5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
2014-11-16,EMG,NA,NA,4.8,NA,14.4,NA,NA,NA,10.8,NA,NA,NA,NA,NA,39.8,NA,NA,NA,3.4,20.4,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-11-13,Ixè,NA,NA,6.2,NA,15,NA,2,NA,8.7,NA,NA,NA,NA,NA,38.5,NA,NA,NA,3.2,20,NA,0.2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA
2014-11-13,Demos&Pi,NA,NA,9.5,NA,16.2,NA,NA,NA,10.8,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,19.8,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
2014-11-12,Ipsos,NA,NA,4.2,NA,16.1,NA,1.7,NA,8.1,NA,NA,NA,NA,NA,38.3,NA,NA,NA,4,20.8,NA,0.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA
2014-11-12,SWG,NA,NA,5.9,NA,14.8,NA,NA,NA,9.8,NA,NA,NA,NA,NA,39.9,NA,NA,NA,2.8,19.2,NA,0.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA
2014-11-11,Datamedia,NA,NA,7.1,NA,14,NA,1.2,NA,9.2,NA,NA,NA,NA,NA,39.7,NA,NA,NA,3.8,19,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
2014-11-10,Ipsos,NA,NA,4.7,NA,15.5,NA,1.5,NA,8.5,NA,NA,NA,NA,NA,38.6,NA,NA,NA,3.8,20.6,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA
2014-11-10,Euromedia,NA,NA,5.1,NA,15.4,NA,1.3,NA,9.5,NA,NA,NA,NA,NA,38.1,NA,NA,NA,3.7,19.8,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA
2014-11-10,Piepoli,NA,NA,7,NA,14.5,NA,NA,NA,8.5,NA,NA,NA,NA,NA,40.5,NA,NA,NA,3.5,20,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2014-11-10,Lorien,NA,NA,5.5,NA,15,NA,NA,NA,8,NA,NA,NA,NA,NA,37,NA,NA,NA,5.5,21.5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA
2014-11-10,IPR,NA,NA,9,NA,14,NA,NA,NA,9.5,NA,NA,NA,NA,NA,40.5,NA,NA,NA,3.5,17.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2014-11-09,EMG,NA,NA,4.3,NA,14.3,NA,NA,NA,10.7,NA,NA,NA,NA,NA,40.7,NA,NA,NA,3.1,20.9,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA
2014-11-06,Ixè,NA,NA,5.9,NA,15.2,NA,2,NA,8.5,NA,NA,NA,NA,NA,38.9,NA,NA,NA,3.2,19.9,NA,0.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
2014-11-05,Ipsos,NA,NA,4.7,NA,15.5,NA,1.5,NA,8.5,NA,NA,NA,NA,NA,38.6,NA,NA,NA,3.8,20.6,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA
2014-11-05,SWG,NA,NA,5.6,NA,15.9,NA,NA,NA,9.3,NA,NA,NA,NA,NA,40.1,NA,NA,NA,2.9,19,NA,0.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA
2014-11-04,Datamedia,NA,NA,7.3,NA,14,NA,1.2,NA,8.8,NA,NA,NA,NA,NA,40,NA,NA,NA,3.5,18.9,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA
2014-11-03,Piepoli,NA,NA,7,NA,15,NA,NA,NA,8,NA,NA,NA,NA,NA,40,NA,NA,NA,3.5,20.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
