state_long,party,name,first_name,rest_name,election_year
Louisiana,rep_candidate,Jim Donelon,Jim,Donelon,1998
Maryland,dem_candidate,Barbara Mikulski,Barbara,Mikulski,1998
Maryland,rep_candidate,Ross Pierpont,Ross,Pierpont,1998
Missouri,dem_candidate,Jay Nixon,Jay,Nixon,1998
Missouri,rep_candidate,Kit Bond,Kit,Bond,1998
Nevada,dem_candidate,Harry Reid,Harry,Reid,1998
Nevada,rep_candidate,John Ensign,John,Ensign,1998
New Hampshire,dem_candidate,George Condodemetraky,George,Condodemetraky,1998
New Hampshire,rep_candidate,Judd Gregg,Judd,Gregg,1998
New York,dem_candidate,Chuck Schumer,Chuck,Schumer,1998
New York,rep_candidate,Al D'Amato,Al,D'Amato,1998
North Carolina,dem_candidate,John Edwards,John,Edwards,1998
North Carolina,rep_candidate,Lauch Faircloth,Lauch,Faircloth,1998
North Dakota,dem_candidate,Byron Dorgan,Byron,Dorgan,1998
North Dakota,rep_candidate,Donna Nalewaja,Donna,Nalewaja,1998
Ohio,dem_candidate,Mary Boyle,Mary,Boyle,1998
Ohio,rep_candidate,George Voinovich,George,Voinovich,1998
Oklahoma,dem_candidate,Don Carroll,Don,Carroll,1998
Oklahoma,rep_candidate,Don Nickles,Don,Nickles,1998
Oregon,dem_candidate,Ron Wyden,Ron,Wyden,1998
Oregon,rep_candidate,John Lim,John,Lim,1998
Pennsylvania,dem_candidate,Bill Lloyd,Bill,Lloyd,1998
Pennsylvania,rep_candidate,Arlen Specter,Arlen,Specter,1998
South Carolina,dem_candidate,Ernest Hollings,Ernest,Hollings,1998
South Carolina,rep_candidate,Bob Inglis,Bob,Inglis,1998
South Dakota,dem_candidate,Tom Daschle,Tom,Daschle,1998
South Dakota,rep_candidate,Ron Schmidt,Ron,Schmidt,1998
Utah,dem_candidate,Scott Leckman,Scott,Leckman,1998
Utah,rep_candidate,Bob Bennett,Bob,Bennett,1998
Vermont,dem_candidate,Patrick Leahy,Patrick,Leahy,1998
Vermont,rep_candidate,Fred Tuttle,Fred,Tuttle,1998
Washington,dem_candidate,Patty Murray,Patty,Murray,1998
Washington,rep_candidate,Linda Smith,Linda,Smith,1998
Wisconsin,dem_candidate,Russ Feingold,Russ,Feingold,1998
Wisconsin,rep_candidate,Mark Neumann,Mark,Neumann,1998
Arizona,rep_candidate,Jon Kyl,Jon,Kyl,2000
California,dem_candidate,Dianne Feinstein,Dianne,Feinstein,2000
California,rep_candidate,Tom Campbell,Tom,Campbell,2000
Connecticut,dem_candidate,Joe Lieberman,Joe,Lieberman,2000
Connecticut,rep_candidate,Philip Giordano,Philip,Giordano,2000
Delaware,dem_candidate,Tom Carper,Tom,Carper,2000
Delaware,rep_candidate,William Roth,William,Roth,2000
Florida,dem_candidate,Bill Nelson,Bill,Nelson,2000
Florida,rep_candidate,Bill McCollum,Bill,McCollum,2000
Hawaii,dem_candidate,Daniel Akaka,Daniel,Akaka,2000
Hawaii,rep_candidate,John Carroll,John,Carroll,2000
Indiana,dem_candidate,David Johnson,David,Johnson,2000
Indiana,rep_candidate,Richard Lugar,Richard,Lugar,2000
Maine,dem_candidate,Mark Lawrence,Mark,Lawrence,2000
Maine,rep_candidate,Olympia Snowe,Olympia,Snowe,2000
Maryland,dem_candidate,Paul Sarbanes,Paul,Sarbanes,2000
Maryland,rep_candidate,Paul Rappaport,Paul,Rappaport,2000
Massachusetts,dem_candidate,Ted Kennedy,Ted,Kennedy,2000
Massachusetts,rep_candidate,Jack E. Robinson III,Jack,Robinson,2000
Michigan,dem_candidate,Debbie Stabenow,Debbie,Stabenow,2000
Michigan,rep_candidate,Spencer Abraham,Spencer,Abraham,2000
Minnesota,dem_candidate,Mark Dayton,Mark,Dayton,2000
Minnesota,rep_candidate,Rod Grams,Rod,Grams,2000
Mississippi,dem_candidate,Troy Brown,Troy,Brown,2000
Mississippi,rep_candidate,Trent Lott,Trent,Lott,2000
Missouri,dem_candidate,Mel Carnahan,Mel,Carnahan,2000
Missouri,rep_candidate,John Ashcroft,John,Ashcroft,2000
Montana,dem_candidate,Brian Schweitzer,Brian,Schweitzer,2000
Montana,rep_candidate,Conrad Burns,Conrad,Burns,2000
Nebraska,dem_candidate,Ben Nelson,Ben,Nelson,2000
Nebraska,rep_candidate,Don Stenberg,Don,Stenberg,2000
Nevada,dem_candidate,Edward M. Bernstein,Edward,Bernstein,2000
Nevada,rep_candidate,John Ensign,John,Ensign,2000
New Jersey,dem_candidate,Jon Corzine,Jon,Corzine,2000
New Jersey,rep_candidate,Bob Franks,Bob,Franks,2000
New Mexico,dem_candidate,Jeff Bingaman,Jeff,Bingaman,2000
New Mexico,rep_candidate,William T. Redmond,William,Redmond,2000
New York,dem_candidate,Hillary Clinton,Hillary,Clinton,2000
New York,rep_candidate,Rick Lazio,Rick,Lazio,2000
North Dakota,dem_candidate,Kent Conrad,Kent,Conrad,2000
North Dakota,rep_candidate,Duane Sand,Duane,Sand,2000
Ohio,dem_candidate,Ted Celeste,Ted,Celeste,2000
Ohio,rep_candidate,Mike DeWine,Mike,DeWine,2000
Pennsylvania,dem_candidate,Ron Klink,Ron,Klink,2000
Pennsylvania,rep_candidate,Rick Santorum,Rick,Santorum,2000
Rhode Island,dem_candidate,Robert Weygand,Robert,Weygand,2000
Rhode Island,rep_candidate,Lincoln Chafee,Lincoln,Chafee,2000
Tennessee,dem_candidate,Jeff Clark,Jeff,Clark,2000
Tennessee,rep_candidate,Bill Frist,Bill,Frist,2000
Texas,dem_candidate,Gene Kelly,Gene,Kelly,2000
Texas,rep_candidate,Kay Bailey Hutchison,Kay,Hutchison,2000
Utah,dem_candidate,Scott Howell,Scott,Howell,2000
Utah,rep_candidate,Orrin Hatch,Orrin,Hatch,2000
Vermont,dem_candidate,Ed Flanagan,Ed,Flanagan,2000
Vermont,rep_candidate,Jim Jeffords,Jim,Jeffords,2000
Virginia,dem_candidate,Chuck Robb,Chuck,Robb,2000
Virginia,rep_candidate,George Allen,George,Allen,2000
Washington,dem_candidate,Maria Cantwell,Maria,Cantwell,2000
Washington,rep_candidate,Slade Gorton,Slade,Gorton,2000
West Virginia,dem_candidate,Robert Byrd,Robert,Byrd,2000
West Virginia,rep_candidate,David T. Gallaher,David,Gallaher,2000
Wisconsin,dem_candidate,Herb Kohl,Herb,Kohl,2000
Wisconsin,rep_candidate,John Gillespie,John,Gillespie,2000
Wyoming,dem_candidate,Mel Logan,Mel,Logan,2000
Wyoming,rep_candidate,Craig L. Thomas,Craig,Thomas,2000
Alabama,dem_candidate,Susan Parker,Susan,Parker,2002
Alabama,rep_candidate,Jeff Sessions,Jeff,Sessions,2002
Alaska,dem_candidate,Frank J. Vondersaar,Frank,Vondersaar,2002
Alaska,rep_candidate,Ted Stevens,Ted,Stevens,2002
Arkansas,dem_candidate,Mark Pryor,Mark,Pryor,2002
Arkansas,rep_candidate,Tim Hutchinson,Tim,Hutchinson,2002
Colorado,dem_candidate,Tom Strickland,Tom,Strickland,2002
Colorado,rep_candidate,Wayne Allard,Wayne,Allard,2002
Delaware,dem_candidate,Joe Biden,Joe,Biden,2002
Delaware,rep_candidate,Raymond J. Clatworthy,Raymond,Clatworthy,2002
Georgia,dem_candidate,Max Cleland,Max,Cleland,2002
Georgia,rep_candidate,Saxby Chambliss,Saxby,Chambliss,2002
Idaho,dem_candidate,Alan Blinken,Alan,Blinken,2002
Idaho,rep_candidate,Larry Craig,Larry,Craig,2002
Illinois,dem_candidate,Dick Durbin,Dick,Durbin,2002
Illinois,rep_candidate,Jim Durkin,Jim,Durkin,2002
Iowa,dem_candidate,Tom Harkin,Tom,Harkin,2002
Iowa,rep_candidate,Greg Ganske,Greg,Ganske,2002
Kansas,rep_candidate,Pat Roberts,Pat,Roberts,2002
Kentucky,dem_candidate,Lois Combs Weinberg,Lois,Weinberg,2002
Kentucky,rep_candidate,Mitch McConnell,Mitch,McConnell,2002
Louisiana,dem_candidate,Mary Landrieu,Mary,Landrieu,2002
Louisiana,rep_candidate,Suzanne Haik Terrell,Suzanne,Terrell,2002
Maine,dem_candidate,Chellie Pingree,Chellie,Pingree,2002
Maine,rep_candidate,Susan Collins,Susan,Collins,2002
Massachusetts,dem_candidate,John Kerry,John,Kerry,2002
Michigan,dem_candidate,Carl Levin,Carl,Levin,2002
Michigan,rep_candidate,Rocky Raczkowski,Rocky,Raczkowski,2002
Minnesota,dem_candidate,Walter Mondale,Walter,Mondale,2002
Minnesota,rep_candidate,Norm Coleman,Norm,Coleman,2002
Mississippi,rep_candidate,Thad Cochran,Thad,Cochran,2002
Montana,dem_candidate,Max Baucus,Max,Baucus,2002
Montana,rep_candidate,Mike Taylor,Mike,Taylor,2002
Nebraska,dem_candidate,Charlie A. Matulka,Charlie,Matulka,2002
Nebraska,rep_candidate,Chuck Hagel,Chuck,Hagel,2002
New Hampshire,dem_candidate,Jeanne Shaheen,Jeanne,Shaheen,2002
New Hampshire,rep_candidate,John E. Sununu,John,Sununu,2002
New Jersey,dem_candidate,Frank Lautenberg,Frank,Lautenberg,2002
New Jersey,rep_candidate,Doug Forrester,Doug,Forrester,2002
New Mexico,dem_candidate,Gloria Tristani,Gloria,Tristani,2002
New Mexico,rep_candidate,Pete Domenici,Pete,Domenici,2002
North Carolina,dem_candidate,Erskine Bowles,Erskine,Bowles,2002
North Carolina,rep_candidate,Elizabeth Dole,Elizabeth,Dole,2002
Oklahoma,dem_candidate,David Walters,David,Walters,2002
Oklahoma,rep_candidate,Jim Inhofe,Jim,Inhofe,2002
Oregon,dem_candidate,Bill Bradbury,Bill,Bradbury,2002
Oregon,rep_candidate,Gordon H. Smith,Gordon,Smith,2002
Rhode Island,dem_candidate,Jack Reed,Jack,Reed,2002
Rhode Island,rep_candidate,Robert Tingle,Robert,Tingle,2002
South Carolina,dem_candidate,Alex Sanders,Alex,Sanders,2002
South Carolina,rep_candidate,Lindsey Graham,Lindsey,Graham,2002
