State(linked tosummaries below),Incumbent,Incumbent,Incumbent,Results,Candidates
State(linked tosummaries below),Senator,Party,Electoral history,Results,Candidates
Mississippi(Class 1),Roger Wicker,Republican,2007 (Appointed),Interim appointee elected.,Roger Wicker (Republican) 55.0% Ronnie Musgrove (Democratic) 45.0%
Wyoming(Class 1),John Barrasso,Republican,2007 (Appointed),Interim appointee elected.,John Barrasso (Republican) 73.4% Nick Carter (Democratic) 26.5%
